sample_id,iterations_to_verify,final_verdict,epr_history_explainer,epr_history_verifier,xai_method,llm_pair,Mutated
int_gradients_sample198_output_explanation_mut4,8,accept,"[1.1, 0.6364107131958008, 0.33364129066467285, 0.6174349784851074, 0.5990351438522339, 0.4348737895488739, 0.35174113512039185, 0.5436233282089233, 0.3525179922580719]","[1.0, 0.8124107122421265, 0.720720648765564, 0.6573242545127869, 0.6549950242042542, 0.5173110961914062, 0.7532986402511597, 0.7053576707839966, 0.9183094501495361]",Integrated Gradients,qwen_gpt,True
int_gradients_sample198_output_explanation_mut6,1,accept,"[1.1, 0.3228888213634491]","[1.0, 0.9887875318527222]",Integrated Gradients,qwen_gpt,True
int_gradients_sample198_output_explanation_mut3,3,accept,"[1.1, 0.33382952213287354, 0.6280988454818726, 0.2599562406539917]","[1.0, 1.020357608795166, 0.8130277991294861, 0.9293265342712402]",Integrated Gradients,qwen_gpt,True
int_gradients_sample198_output_explanation_mut1,10,reject,"[1.1, 0.7175391912460327, 0.494087278842926, 0.5745248794555664, 0.4870567321777344, 0.41993194818496704, 0.6555105447769165, 0.5136290788650513, 0.49253711104393005, 0.4839295446872711, 0.5939900875091553]","[1.0, 0.8257166743278503, 0.7362399101257324, 1.071669101715088, 0.8096907138824463, 0.7280230522155762, 0.9303953647613525, 0.6257430911064148, 0.9420714378356934, 0.78639155626297, 0.6641435027122498]",Integrated Gradients,qwen_gpt,True
int_gradients_sample198_output_explanation_mut5,2,accept,"[1.1, 0.3762948513031006, 0.26268270611763]","[1.0, 0.7119297385215759, 0.8692732453346252]",Integrated Gradients,qwen_gpt,True
int_gradients_sample198_output_explanation_mut2,3,accept,"[1.1, 0.375322550535202, 0.4060680866241455, 0.413431316614151]","[1.0, 1.038825273513794, 0.8836702108383179, 0.8765304088592529]",Integrated Gradients,qwen_gpt,True
LIME_diamonds.out_explanation_mut4,4,accept,"[1.1, 0.8352198004722595, 0.6247501373291016, 0.5283907651901245, 0.6693720817565918]","[1.0, 1.2990278005599976, 1.0429641008377075, 1.033642053604126, 0.9555436968803406]",LIME,qwen_gpt,True
LIME_diamonds.out_explanation_mut3,10,reject,"[1.1, 0.2809104919433594, 0.7336414456367493, 1.624208678663308e-08, 0.8319442868232727, 0.4582182765007019, 0.7254855632781982, 0.9849223494529724, 0.5744332075119019, 2.3544608040992898e-08, 0.5276685953140259]","[1.0, 1.3274916410446167, 1.2883970737457275, 0.7643837332725525, 1.0868726968765259, 1.259084701538086, 0.9846378564834595, 1.250718593597412, 1.3219614028930664, 0.9922236800193787, 1.3720005750656128]",LIME,qwen_gpt,True
LIME_diamonds.out_explanation_mut1,1,accept,"[1.1, 0.7391718626022339]","[1.0, 1.0424928665161133]",LIME,qwen_gpt,True
LIME_diamonds.out_explanation_mut5,1,accept,"[1.1, 0.6154999732971191]","[1.0, 0.8307350873947144]",LIME,qwen_gpt,True
LIME_diamonds.out_explanation_mut2,2,accept,"[1.1, 0.7315378785133362, 0.9496014714241028]","[1.0, 1.329453706741333, 0.962196409702301]",LIME,qwen_gpt,True
LIME_diamonds.out_explanation_mut6,2,accept,"[1.1, 0.3769210875034332, 0.5378903746604919]","[1.0, 1.2114124298095703, 0.9346626400947571]",LIME,qwen_gpt,True
wine.EBM.out_explanation_mut4,2,accept,"[1.1, 0.26434651017189026, 0.39926496148109436]","[1.0, 0.7352758646011353, 0.7092245817184448]",EBM,qwen_gpt,True
wine.EBM.out_explanation_mut5,2,accept,"[1.1, 0.3084048330783844, 0.82802814245224]","[1.0, 1.4300003051757812, 0.9620582461357117]",EBM,qwen_gpt,True
wine.EBM.out_explanation_mut6,1,accept,"[1.1, 0.44315287470817566]","[1.0, 0.5212146043777466]",EBM,qwen_gpt,True
wine.EBM.out_explanation_mut3,3,accept,"[1.1, 0.15796595811843872, 3.660704095409528e-08, 0.030722474679350853]","[1.0, 1.2994260787963867, 0.8420453071594238, 0.9306050539016724]",EBM,qwen_gpt,True
wine.EBM.out_explanation_mut2,2,accept,"[1.1, 0.9451424479484558, 0.3806396424770355]","[1.0, 1.2462176084518433, 0.8720080852508545]",EBM,qwen_gpt,True
wine.EBM.out_explanation_mut1,7,accept,"[1.1, 0.1772555708885193, 1.1795667553826661e-08, 0.4943925440311432, 2.630345541376755e-08, 0.21248109638690948, 2.4080121008296373e-08, 0.289013147354126]","[1.0, 1.2640799283981323, 0.8754980564117432, 1.2724522352218628, 0.9193023443222046, 1.2449616193771362, 0.965994656085968, 0.8261008858680725]",EBM,qwen_gpt,True
shap_acs_output_explanation_mut2,1,accept,"[1.1, 0.14055246114730835]","[1.0, 0.7470335960388184]",SHAP,qwen_gpt,True
shap_acs_output_explanation_mut6,1,accept,"[1.1, 0.2532288432121277]","[1.0, 0.9401037096977234]",SHAP,qwen_gpt,True
shap_acs_output_explanation_mut3,3,accept,"[1.1, 0.8984869122505188, 0.3038316071033478, 0.39020001888275146]","[1.0, 1.2059003114700317, 0.9971104860305786, 0.8090847134590149]",SHAP,qwen_gpt,True
shap_acs_output_explanation_mut5,3,accept,"[1.1, 0.20941618084907532, 0.40343716740608215, 0.25742965936660767]","[1.0, 0.9489121437072754, 1.0311574935913086, 1.0844038724899292]",SHAP,qwen_gpt,True
shap_acs_output_explanation_mut4,2,accept,"[1.1, 0.7536301612854004, 0.45509275794029236]","[1.0, 1.208958387374878, 1.014426589012146]",SHAP,qwen_gpt,True
shap_acs_output_explanation_mut1,3,accept,"[1.1, 3.866632170002049e-08, 0.4164681136608124, 0.17142370343208313]","[1.0, 0.6988582611083984, 0.8754563927650452, 0.9554396271705627]",SHAP,qwen_gpt,True
error_42_NegateRelation,1,accept,"[0.6446, 0.7380541563034058]","[0.7545366883277893, 1.1170125007629395]",LIME,deep_qwen,False
error_7_OmitFeature,2,accept,"[0.587, 0.45049116015434265, 0.41359880566596985]","[0.6328811049461365, 1.2185781002044678, 1.0853140354156494]",LIME,deep_qwen,False
error_105_OmitFeature,4,accept,"[0.5326, 0.3811499774456024, 0.3450931906700134, 0.2694031298160553, 0.2467312514781952]","[0.7061651945114136, 0.992956817150116, 0.9116595387458801, 0.8529598116874695, 0.7984793782234192]",EBM,deep_qwen,False
error_116_OmitFeature,1,accept,"[0.6191, 0.34693437814712524]","[0.6065449714660645, 0.8279496431350708]",EBM,deep_qwen,False
error_132_InsertHallucination,2,accept,"[0.5728, 0.23967817425727844, 0.24417181313037872]","[0.6245851516723633, 0.7944854497909546, 0.9345753192901611]",Integrated Gradients,deep_qwen,False
error_133_InsertHallucination,2,accept,"[0.6571, 0.7004042267799377, 0.6799209117889404]","[0.5272097587585449, 0.9817209839820862, 0.6760895848274231]",Grad-Cam++,deep_qwen,False
error_5_OmitFeature,2,accept,"[0.5135, 0.34501397609710693, 0.3105105459690094]","[0.6789754033088684, 1.1683554649353027, 1.0441210269927979]",EBM,deep_qwen,False
error_192_InsertHallucination,5,accept,"[0.7321, 0.6263366341590881, 0.5208518505096436, 0.3907370865345001, 0.6480346322059631, 0.5219520330429077]","[0.5851430296897888, 1.1971112489700317, 0.9965848922729492, 1.0994080305099487, 1.0089281797409058, 0.9098283648490906]",Integrated Gradients,deep_qwen,False
error_106_InsertHallucination,1,accept,"[0.696, 0.47570422291755676]","[0.5957194566726685, 1.011408805847168]",Integrated Gradients,deep_qwen,False
error_137_InsertHallucination,1,accept,"[0.626, 0.5381925702095032]","[0.6232509016990662, 0.8859421610832214]",Integrated Gradients,deep_qwen,False
error_171_InsertHallucination,1,accept,"[0.7194, 0.42378488183021545]","[0.6650795936584473, 1.0678584575653076]",Integrated Gradients,deep_qwen,False
error_21_InsertHallucination,1,accept,"[0.6581, 0.33144411444664]","[0.7007297873497009, 1.0009119510650635]",LIME,deep_qwen,False
error_67_NegateRelation,8,accept,"[0.6141, 0.580773115158081, 0.2959135174751282, 0.45702677965164185, 0.5033590793609619, 0.35574349761009216, 0.6476894021034241, 0.3618195652961731, 0.6068779230117798]","[0.6428260803222656, 1.1309335231781006, 1.2075374126434326, 1.1167794466018677, 1.1267509460449219, 0.9992151260375977, 0.9895045161247253, 1.1191281080245972, 0.8990952372550964]",Integrated Gradients,deep_qwen,False
error_80_InsertHallucination,1,accept,"[0.7157, 0.574898898601532]","[0.5653063654899597, 0.8748248815536499]",Integrated Gradients,deep_qwen,False
error_49_InsertHallucination,1,accept,"[0.7965, 0.261597603559494]","[0.54170161485672, 1.2713868618011475]",Integrated Gradients,deep_qwen,False
error_58_InsertHallucination,1,accept,"[0.7163, 0.5612850785255432]","[0.6227971911430359, 0.8837913274765015]",Integrated Gradients,deep_qwen,False
error_83_OmitFeature,6,accept,"[0.6006, 0.29747775197029114, 0.4334597587585449, 0.3631952106952667, 0.3861754238605499, 0.1985582858324051, 0.23394425213336945]","[0.6163784861564636, 1.0562807321548462, 1.1625127792358398, 1.0350252389907837, 1.0845859050750732, 0.9333390593528748, 0.5995160341262817]",EBM,deep_qwen,False
error_118_OmitFeature,3,accept,"[0.6121, 0.558313250541687, 0.47812163829803467, 0.46493205428123474]","[0.603559136390686, 1.3010045289993286, 1.2267550230026245, 0.9353663921356201]",LIME,deep_qwen,False
error_57_OmitFeature,3,accept,"[0.689, 0.38137486577033997, 0.5577157139778137, 0.39226046204566956]","[0.6542420983314514, 0.9993526935577393, 1.1152907609939575, 1.0057768821716309]",LIME,deep_qwen,False
error_44_InsertHallucination,1,accept,"[0.7524, 0.31974509358406067]","[0.5983629822731018, 0.9614068865776062]",Integrated Gradients,deep_qwen,False
error_92_OmitFeature,2,accept,"[0.5835, 0.2534257471561432, 0.448916494846344]","[0.5961415767669678, 0.9729852080345154, 0.9435173273086548]",EBM,deep_qwen,False
error_20_InsertHallucination,2,accept,"[0.6781, 0.4096561670303345, 0.4295957684516907]","[0.7015302777290344, 1.1436545848846436, 0.8903887867927551]",Integrated Gradients,deep_qwen,False
error_35_OmitFeature,2,accept,"[0.6618, 0.5248000621795654, 0.4511254131793976]","[0.630568265914917, 0.9084113836288452, 0.7546960711479187]",EBM,deep_qwen,False
error_140_OmitFeature,1,accept,"[0.6461, 0.4254358410835266]","[0.6736005544662476, 0.9754461646080017]",EBM,deep_qwen,False
error_187_InsertHallucination,2,accept,"[0.6837, 0.543925940990448, 0.46078282594680786]","[0.6090130805969238, 0.8162686228752136, 0.8740154504776001]",Integrated Gradients,deep_qwen,False
error_55_OmitFeature,1,accept,"[0.6275, 0.45507508516311646]","[0.6444968581199646, 1.2134284973144531]",LIME,deep_qwen,False
error_77_InsertHallucination,1,accept,"[0.6282, 0.20107024908065796]","[0.6594523787498474, 0.808018147945404]",Integrated Gradients,deep_qwen,False
error_37_OmitFeature,2,accept,"[0.5401, 0.26526564359664917, 0.282011479139328]","[0.6807344555854797, 1.1699268817901611, 1.1577281951904297]",EBM,deep_qwen,False
error_123_InsertHallucination,1,accept,"[0.7236, 0.6336890459060669]","[0.6586341857910156, 1.104831337928772]",Integrated Gradients,deep_qwen,False
error_186_InsertHallucination,2,accept,"[0.5134, 0.2623010575771332, 0.1978759467601776]","[0.7315360307693481, 1.002992033958435, 0.889413595199585]",Integrated Gradients,deep_qwen,False
error_127_InsertHallucination,7,accept,"[0.6202, 0.2200631946325302, 0.6153426766395569, 0.6636154651641846, 0.2867073714733124, 0.5426178574562073, 0.38943737745285034, 0.5131655931472778]","[0.6183494329452515, 1.2416201829910278, 0.8983532786369324, 1.0882192850112915, 1.0722514390945435, 0.9760905504226685, 0.8823646306991577, 1.1499638557434082]",Integrated Gradients,deep_qwen,False
error_179_InsertHallucination,2,accept,"[0.7334, 0.6508933305740356, 0.5223567485809326]","[0.6403743028640747, 1.2139111757278442, 1.005708932876587]",Integrated Gradients,deep_qwen,False
error_146_InsertHallucination,1,accept,"[0.5371, 0.6227186918258667]","[0.7615212798118591, 0.8609380125999451]",LIME,deep_qwen,False
error_47_NegateRelation,1,accept,"[0.6875, 0.4547272026538849]","[0.5558478832244873, 0.9852856993675232]",LIME,deep_qwen,False
error_99_InsertHallucination,6,accept,"[0.7486, 0.5861992239952087, 0.8180238604545593, 0.5348886847496033, 0.45206740498542786, 0.538581132888794, 0.5675052404403687]","[0.5691825151443481, 0.9285562038421631, 1.1219602823257446, 1.1820297241210938, 1.0541670322418213, 1.1024703979492188, 1.016040563583374]",Integrated Gradients,deep_qwen,False
gradcampp_sample2_output_explanation_mut4,1,accept,"[1.1, 0.698767364025116]","[1.0, 1.1141763925552368]",Grad-Cam++,deep_qwen,True
gradcampp_sample2_output_explanation_mut6,1,accept,"[1.1, 0.2803102433681488]","[1.0, 0.8457878232002258]",Grad-Cam++,deep_qwen,True
gradcampp_sample2_output_explanation_mut3,1,accept,"[1.1, 0.727220892906189]","[1.0, 1.0866947174072266]",Grad-Cam++,deep_qwen,True
gradcampp_sample2_output_explanation_mut5,1,accept,"[1.1, 0.6160333752632141]","[1.0, 1.1236464977264404]",Grad-Cam++,deep_qwen,True
gradcampp_sample2_output_explanation_mut2,1,accept,"[1.1, 0.6061919927597046]","[1.0, 0.8508409261703491]",Grad-Cam++,deep_qwen,True
gradcampp_sample2_output_explanation_mut1,1,accept,"[1.1, 0.49491533637046814]","[1.0, 0.9219124913215637]",Grad-Cam++,deep_qwen,True
int_gradients_sample198_output_explanation_mut4,2,accept,"[1.1, 0.5798754692077637, 0.28331902623176575]","[1.0, 0.6575025916099548, 0.6278067231178284]",Integrated Gradients,deep_qwen,True
int_gradients_sample198_output_explanation_mut6,4,accept,"[1.1, 0.2693985104560852, 0.5099303126335144, 0.2968110740184784, 0.3333076536655426]","[1.0, 0.6701014041900635, 0.559050977230072, 1.1560331583023071, 0.9538787007331848]",Integrated Gradients,deep_qwen,True
int_gradients_sample198_output_explanation_mut3,1,accept,"[1.1, 0.5013848543167114]","[1.0, 0.9556455016136169]",Integrated Gradients,deep_qwen,True
int_gradients_sample198_output_explanation_mut1,6,accept,"[1.1, 0.3120585083961487, 0.4770871698856354, 0.27319231629371643, 0.46270617842674255, 0.3586812913417816, 0.3202102482318878]","[1.0, 1.1056344509124756, 0.7320380210876465, 0.6841936111450195, 0.6619224548339844, 0.9155072569847107, 0.84007328748703]",Integrated Gradients,deep_qwen,True
int_gradients_sample198_output_explanation_mut5,7,accept,"[1.1, 0.39182958006858826, 0.42285457253456116, 0.5416918992996216, 0.34816619753837585, 0.7687357068061829, 0.47390392422676086, 0.2917773127555847]","[1.0, 0.9154150485992432, 0.7874423861503601, 0.8296712636947632, 0.7431737780570984, 1.085900068283081, 1.0475718975067139, 0.6116123199462891]",Integrated Gradients,deep_qwen,True
int_gradients_sample198_output_explanation_mut2,10,reject,"[1.1, 0.7197130918502808, 0.44374310970306396, 0.6241438388824463, 0.37132424116134644, 0.45731320977211, 0.476992130279541, 0.36045292019844055, 0.41550204157829285, 0.35118815302848816, 0.5055475831031799]","[1.0, 1.0430186986923218, 0.7989487051963806, 1.1185492277145386, 1.1643447875976562, 1.1967452764511108, 0.574965238571167, 0.9048000574111938, 0.5888963937759399, 0.8650094270706177, 0.8319359421730042]",Integrated Gradients,deep_qwen,True
LIME_diamonds.out_explanation_mut4,2,accept,"[1.1, 0.6478147506713867, 0.2514677345752716]","[1.0, 1.1552306413650513, 0.7478634119033813]",LIME,deep_qwen,True
LIME_diamonds.out_explanation_mut3,5,accept,"[1.1, 0.8817673325538635, 0.3647772967815399, 2.9748251861860808e-08, 0.2666129171848297, 0.518502414226532]","[1.0, 1.317923903465271, 1.3996384143829346, 0.8897694945335388, 1.2828338146209717, 1.1904699802398682]",LIME,deep_qwen,True
LIME_diamonds.out_explanation_mut1,2,accept,"[1.1, 0.8832889199256897, 0.6300312876701355]","[1.0, 1.2545113563537598, 1.0380114316940308]",LIME,deep_qwen,True
LIME_diamonds.out_explanation_mut5,1,accept,"[1.1, 0.7973664402961731]","[1.0, 1.2093018293380737]",LIME,deep_qwen,True
LIME_diamonds.out_explanation_mut2,7,accept,"[1.1, 0.3405798077583313, 1.7463513302118372e-08, 3.0861880162547095e-08, 4.807839459886054e-08, 2.1737340816230244e-08, 1.3592159398001513e-08, 0.5176386833190918]","[1.0, 1.330730676651001, 0.9053424596786499, 1.023956298828125, 0.8745630383491516, 1.0465762615203857, 0.7711209654808044, 1.0769646167755127]",LIME,deep_qwen,True
LIME_diamonds.out_explanation_mut6,1,accept,"[1.1, 0.4722248613834381]","[1.0, 1.0753382444381714]",LIME,deep_qwen,True
wine.EBM.out_explanation_mut4,1,accept,"[1.1, 0.6493850350379944]","[1.0, 1.0164737701416016]",EBM,deep_qwen,True
wine.EBM.out_explanation_mut5,6,accept,"[1.1, 0.9491567015647888, 1.863986476280388e-08, 4.1107771409087945e-08, 3.047815511081353e-08, 0.37247076630592346, 0.3963155150413513]","[1.0, 1.2426953315734863, 0.9167240262031555, 0.647874116897583, 0.8513087630271912, 1.087488055229187, 0.624512791633606]",EBM,deep_qwen,True
wine.EBM.out_explanation_mut6,1,accept,"[1.1, 0.3650468587875366]","[1.0, 1.0704758167266846]",EBM,deep_qwen,True
wine.EBM.out_explanation_mut3,5,accept,"[1.1, 0.2355237752199173, 0.359004408121109, 2.6596644886467402e-08, 0.5088469386100769, 0.3093537986278534]","[1.0, 1.3250046968460083, 1.379929780960083, 1.0383483171463013, 1.2645618915557861, 1.0903029441833496]",EBM,deep_qwen,True
wine.EBM.out_explanation_mut2,3,accept,"[1.1, 0.3804210424423218, 0.2970181107521057, 0.24974744021892548]","[1.0, 1.0719966888427734, 1.326684832572937, 1.0194060802459717]",EBM,deep_qwen,True
wine.EBM.out_explanation_mut1,3,accept,"[1.1, 0.4474416673183441, 0.44615355134010315, 0.3537028133869171]","[1.0, 1.2356852293014526, 0.8847521543502808, 0.7625885009765625]",EBM,deep_qwen,True
shap_acs_output_explanation_mut2,1,accept,"[1.1, 0.2245132178068161]","[1.0, 0.9653604626655579]",SHAP,deep_qwen,True
shap_acs_output_explanation_mut6,1,accept,"[1.1, 0.2657848596572876]","[1.0, 0.6880286335945129]",SHAP,deep_qwen,True
shap_acs_output_explanation_mut3,2,accept,"[1.1, 0.7409611940383911, 0.39784079790115356]","[1.0, 1.1047242879867554, 0.9013325572013855]",SHAP,deep_qwen,True
shap_acs_output_explanation_mut5,3,accept,"[1.1, 0.1940360814332962, 0.39654216170310974, 0.274552583694458]","[1.0, 0.9894856214523315, 1.30445396900177, 0.9289231896400452]",SHAP,deep_qwen,True
shap_acs_output_explanation_mut4,1,accept,"[1.1, 0.3605528175830841]","[1.0, 0.9143818616867065]",SHAP,deep_qwen,True
shap_acs_output_explanation_mut1,3,accept,"[1.1, 3.866632170002049e-08, 0.4806434214115143, 0.26566633582115173]","[1.0, 1.0699995756149292, 1.190360188484192, 0.8368687033653259]",SHAP,deep_qwen,True
